1627462048 	0	0	51	35	51	35	51	35	1	1	51	35
1627462058 	0	0	51	35	51	35	51	35	1	1	51	35
1627462068 	0	0	51	35	51	35	51	35	1	1	51	35
1627462078 	0	0	51	35	51	35	51	35	1	1	51	35
1627462088 	0	0	51	35	51	35	51	35	1	1	51	35
1627462098 	0	0	51	35	51	35	51	35	1	1	51	35
1627462108 	0	0	51	35	51	35	51	35	1	1	51	35
1627462118 	0	0	51	35	51	35	51	35	1	1	51	35
1627462128 	0	0	51	35	51	35	51	35	1	1	51	35
1627462138 	0	0	51	35	51	35	51	35	1	1	51	35
1627462148 	0	0	51	35	51	35	51	35	1	1	51	35
1627462159 	0	0	51	35	51	35	51	35	1	1	51	35
1627462169 	0	0	51	35	51	35	51	35	1	1	51	35
1627462179 	0	0	51	35	51	35	51	35	1	1	51	35
1627462189 	0	0	51	35	51	35	51	35	1	1	51	35
1627462199 	0	0	51	44	51	53	51	35	1	2	51	88
1627462209 	0	0	51	35	51	35	51	35	1	1	51	35
1627462219 	0	0	51	35	51	35	51	35	1	1	51	35
1627462229 	0	0	51	35	51	35	51	35	1	1	51	35
1627462239 	0	0	51	35	51	35	51	35	1	1	51	35
1627462249 	0	0	51	35	51	35	51	35	1	1	51	35
1627462259 	0	0	51	35	51	35	51	35	1	1	51	35
1627462269 	0	0	51	35	51	35	51	35	1	1	51	35
1627462279 	0	0	51	35	51	35	51	35	1	1	51	35
1627462289 	0	0	51	35	51	35	51	35	1	1	51	35
1627462299 	0	0	51	35	51	35	51	35	1	1	51	35
1627462309 	0	0	51	35	51	35	51	35	1	1	51	35
1627462319 	0	0	51	35	51	35	51	35	1	1	51	35
1627462329 	0	0	51	35	51	35	51	35	1	1	51	35
1627462339 	0	0	51	35	51	35	51	35	1	1	51	35
1627462349 	0	0	51	35	51	35	51	35	1	1	51	35
1627462360 	0	0	51	35	51	35	51	35	1	1	51	35
1627462370 	0	0	51	35	51	35	51	35	1	1	51	35
1627462380 	0	0	51	35	51	35	51	35	1	1	51	35
1627462390 	0	0	51	35	51	35	51	35	1	1	51	35
1627462400 	0	0	51	35	51	35	51	35	1	1	51	35
1627462410 	0	0	51	35	51	35	51	35	1	1	51	35
1627462420 	0	0	51	35	51	35	51	35	1	1	51	35
1627462430 	0	0	51	35	51	35	51	35	1	1	51	35
1627462440 	0	0	51	35	51	35	51	35	1	1	51	35
1627462451 	0	0	51	35	51	35	51	35	1	1	51	35
1627462461 	0	0	51	35	51	35	51	35	1	1	51	35
1627462471 	0	0	51	35	51	35	51	35	1	1	51	35
1627462481 	0	0	51	35	51	35	51	35	1	1	51	35
1627462491 	0	0	51	35	51	35	51	35	1	1	51	35
1627462501 	0	0	51	35	51	35	51	35	1	1	51	35
1627462511 	0	0	51	35	51	35	51	35	1	1	51	35
1627462521 	0	0	51	35	51	35	51	35	1	1	51	35
1627462531 	0	0	51	35	51	35	51	35	1	1	51	35
1627462541 	0	0	51	35	51	35	51	35	1	1	51	35
1627462551 	0	0	51	35	51	35	51	35	1	1	51	35
1627462561 	0	0	51	35	51	35	51	35	1	1	51	35
1627462571 	0	0	51	35	51	35	51	35	1	1	51	35
1627462581 	0	0	51	35	51	35	51	35	1	1	51	35
1627462591 	0	0	51	35	51	35	51	35	1	1	51	35
1627462601 	0	0	51	35	51	35	51	35	1	1	51	35
1627462611 	0	0	51	35	51	35	51	35	1	1	51	35
1627462621 	0	0	51	35	51	35	51	35	1	1	51	35
1627462631 	0	0	51	35	51	35	51	35	1	1	51	35
1627462641 	0	0	51	35	51	35	51	35	1	1	51	35
1627462651 	0	0	51	35	51	35	51	35	1	1	51	35
1627462661 	0	0	51	35	51	35	51	35	1	1	51	35
1627462672 	0	0	51	35	51	35	51	35	1	1	51	35
1627462682 	0	0	51	35	51	35	51	35	1	1	51	35
1627462692 	0	0	51	35	51	35	51	35	1	1	51	35
1627462702 	0	0	51	35	51	35	51	35	1	1	51	35
1627462712 	0	0	51	35	51	35	51	35	1	1	51	35
1627462722 	0	0	51	35	51	35	51	35	1	1	51	35
1627462732 	0	0	51	35	51	35	51	35	1	1	51	35
1627462742 	0	0	51	35	51	35	51	35	1	1	51	35
1627462752 	0	0	51	35	51	35	51	35	1	1	51	35
1627462762 	0	0	51	35	51	35	51	35	1	1	51	35
1627462772 	0	0	51	35	51	35	51	35	1	1	51	35
1627462782 	0	0	51	35	51	35	51	35	1	1	51	35
1627462792 	0	0	51	35	51	35	51	35	1	1	51	35
1627462802 	0	0	51	35	51	35	51	35	1	1	51	35
1627462812 	0	0	51	35	51	35	51	35	1	1	51	35
1627462822 	0	0	51	35	51	35	51	35	1	1	51	35
1627462832 	0	0	51	35	51	35	51	35	1	1	51	35
1627462842 	0	0	51	35	51	35	51	35	1	1	51	35
1627462852 	0	0	51	35	51	35	51	35	1	1	51	35
1627462862 	0	0	51	35	51	35	51	35	1	1	51	35
1627462872 	0	0	51	35	51	35	51	35	1	1	51	35
1627462882 	0	0	51	35	51	35	51	35	1	1	51	35
1627462892 	0	0	51	35	51	35	51	35	1	1	51	35
1627462902 	0	0	51	35	51	35	51	35	1	1	51	35
1627462912 	0	0	51	35	51	35	51	35	1	1	51	35
1627462922 	0	0	51	35	51	35	51	35	1	1	51	35
1627462932 	0	0	51	35	51	35	51	35	1	1	51	35
1627462942 	0	0	51	35	51	35	51	35	1	1	51	35
1627462953 	0	0	51	35	51	35	51	35	1	1	51	35
1627462963 	0	0	51	35	51	35	51	35	1	1	51	35
1627462973 	0	0	51	35	51	35	51	35	1	1	51	35
1627462983 	0	0	52	35	53	35	51	35	2	1	104	35
1627462993 	0	0	51	35	51	35	51	35	1	1	51	35
1627463003 	0	0	51	35	51	35	51	35	1	1	51	35
1627463013 	0	0	51	35	51	35	51	35	1	1	51	35
1627463023 	0	0	51	35	51	35	51	35	1	1	51	35
1627463033 	0	0	51	35	51	35	51	35	1	1	51	35
1627463043 	0	0	51	35	51	35	51	35	1	1	51	35
1627463053 	0	0	51	35	51	35	51	35	5	5	255	175
1627463063 	0	0	51	35	51	35	51	35	5	5	255	175
1627463074 	0	0	51	35	51	35	51	35	5	5	255	175
1627463084 	0	0	51	35	51	35	51	35	5	5	255	175
1627463094 	0	0	51	35	51	35	51	35	5	5	255	175
1627463104 	0	0	51	35	51	35	51	35	5	5	255	175
1627463114 	0	0	51	35	51	35	51	35	5	5	255	175
1627463124 	0	0	51	35	51	35	51	35	5	5	255	175
1627463134 	0	0	51	35	51	35	51	35	5	5	255	175
1627463144 	0	0	51	35	51	35	51	35	5	5	255	175
1627463154 	0	0	51	35	51	35	51	35	5	5	255	175
1627463164 	0	0	51	35	51	35	51	35	5	5	255	175
1627463174 	0	0	51	35	51	35	51	35	5	5	255	175
1627463184 	0	0	51	35	51	35	51	35	5	5	255	175
1627463194 	0	0	51	35	51	35	51	35	5	5	255	175
1627463204 	0	0	51	35	51	35	51	35	5	5	255	175
1627463214 	0	0	51	35	51	35	51	35	5	5	255	175
1627463225 	0	0	51	35	51	35	51	35	5	5	255	175
1627463235 	0	0	51	35	51	35	51	35	5	5	255	175
1627463245 	0	0	51	35	51	35	51	35	5	5	255	175
1627463255 	0	0	51	35	51	35	51	35	5	5	255	175
1627463265 	0	0	51	35	51	35	51	35	5	5	255	175
1627463275 	0	0	51	35	51	35	51	35	5	5	255	175
1627463285 	0	0	51	35	51	35	51	35	5	5	255	175
1627463295 	0	0	51	35	51	35	51	35	5	5	255	175
1627463305 	0	0	51	35	51	35	51	35	5	5	255	175
1627463315 	0	0	51	35	51	35	51	35	5	5	255	175
1627463325 	0	0	51	35	51	35	51	35	5	5	255	175
1627463335 	0	0	51	35	51	35	51	35	5	5	255	175
1627463345 	0	0	51	35	51	35	51	35	5	5	255	175
1627463355 	0	0	51	35	51	35	51	35	5	5	255	175
1627463365 	0	0	51	35	51	35	51	35	5	5	255	175
1627463376 	0	0	51	35	51	35	51	35	5	5	255	175
1627463386 	0	0	51	35	51	35	51	35	5	5	255	175
1627463396 	0	0	51	35	51	35	51	35	5	5	255	175
1627463406 	0	0	51	35	51	35	51	35	5	5	255	175
1627463416 	0	0	51	35	51	35	51	35	5	5	255	175
1627463426 	0	0	51	35	51	35	51	35	5	5	255	175
1627463437 	0	0	51	35	51	35	51	35	5	5	255	175
1627463447 	0	0	51	35	51	35	51	35	5	5	255	175
1627463457 	0	0	51	35	51	35	51	35	5	5	255	175
1627463467 	0	0	51	35	51	35	51	35	5	5	255	175
1627463477 	0	0	51	35	51	35	51	35	5	5	255	175
1627463487 	0	0	51	35	51	35	51	35	5	5	255	175
1627463497 	0	0	51	35	51	35	51	35	5	5	255	175
1627463507 	0	0	51	35	51	35	51	35	5	5	255	175
1627463517 	0	0	51	35	51	35	51	35	5	5	255	175
1627463527 	0	0	51	35	51	35	51	35	5	5	255	175
1627463537 	0	0	51	35	51	35	51	35	5	5	255	175
1627463547 	0	0	51	35	51	35	51	35	5	5	255	175
1627463557 	0	0	51	35	51	35	51	35	5	5	255	175
