1627462007 	17.21839905
1627462068 	17.21839905
1627462068 	17.22393036
1627462129 	17.21839905
1627462129 	17.22393036
1627462130 	17.21878052
1627462191 	17.21839905
1627462191 	17.22393036
1627462191 	17.21878052
1627462192 	17.22335815
1627462253 	17.21839905
1627462253 	17.22393036
1627462254 	17.21878052
1627462254 	17.22335815
1627462256 	17.23079681
1627462316 	17.21839905
1627462317 	17.22393036
1627462317 	17.21878052
1627462318 	17.22335815
1627462318 	17.23079681
1627462319 	17.21916199
1627462379 	17.21839905
1627462380 	17.22393036
1627462380 	17.21878052
1627462381 	17.22335815
1627462381 	17.23079681
1627462382 	17.21916199
1627462382 	17.22488403
1627462443 	17.21839905
1627462443 	17.22393036
1627462444 	17.21878052
1627462445 	17.22335815
1627462445 	17.23079681
1627462446 	17.21916199
1627462446 	17.22488403
1627462447 	17.23098755
1627462508 	17.21839905
1627462508 	17.22393036
1627462509 	17.21878052
1627462509 	17.22335815
1627462510 	17.23079681
1627462511 	17.21916199
1627462511 	17.22488403
1627462511 	17.23098755
1627462512 	17.2252655
1627462573 	17.21839905
1627462573 	17.22393036
1627462573 	17.21878052
1627462574 	17.22335815
1627462575 	17.23079681
1627462575 	17.21916199
1627462576 	17.22488403
1627462576 	17.23098755
1627462577 	17.2252655
1627462577 	17.21954346
1627462638 	17.21839905
1627462638 	17.22393036
1627462639 	17.21878052
1627462639 	17.22335815
1627462640 	17.23079681
1627462640 	17.21916199
1627462641 	17.22488403
1627462641 	17.23098755
1627462642 	17.2252655
1627462643 	17.21954346
1627462643 	17.21954346
1627462703 	17.21839905
1627462704 	17.22393036
1627462704 	17.21878052
1627462705 	17.22335815
1627462705 	17.23079681
1627462706 	17.21916199
1627462706 	17.22488403
1627462707 	17.23098755
1627462708 	17.2252655
1627462708 	17.21954346
1627462709 	17.21954346
1627462709 	17.21954346
1627462770 	17.21839905
1627462770 	17.22393036
1627462771 	17.21878052
1627462771 	17.22335815
1627462772 	17.23079681
1627462772 	17.21916199
1627462773 	17.22488403
1627462773 	17.23098755
1627462774 	17.2252655
1627462774 	17.21954346
1627462775 	17.21954346
1627462776 	17.21954346
1627462776 	17.22545624
1627462837 	17.21839905
1627462837 	17.22393036
1627462838 	17.21878052
1627462838 	17.22335815
1627462839 	17.23079681
1627462840 	17.21916199
1627462840 	17.22488403
1627462841 	17.23098755
1627462841 	17.2252655
1627462842 	17.21954346
1627462842 	17.21954346
1627462843 	17.21954346
1627462844 	17.22545624
1627462844 	17.2252655
1627462905 	17.21839905
1627462905 	17.22393036
1627462906 	17.21878052
1627462906 	17.22335815
1627462907 	17.23079681
1627462908 	17.21916199
1627462908 	17.22488403
1627462909 	17.23098755
1627462909 	17.2252655
1627462910 	17.21954346
1627462911 	17.21954346
1627462911 	17.21954346
1627462912 	17.22545624
1627462912 	17.2252655
1627462912 	17.22545624
1627462973 	17.21839905
1627462973 	17.22393036
1627462974 	17.21878052
1627462974 	17.22335815
1627462975 	17.23079681
1627462976 	17.21916199
1627462976 	17.22488403
1627462977 	17.23098755
1627462978 	17.2252655
1627462978 	17.21954346
1627462979 	17.21954346
1627462979 	17.21954346
1627462980 	17.22545624
1627462980 	17.2252655
1627462981 	17.22545624
1627462981 	17.2252655
1627463042 	17.21839905
1627463042 	17.22393036
1627463043 	17.21878052
1627463043 	17.22335815
1627463044 	17.23079681
1627463045 	17.21916199
1627463045 	17.22488403
1627463045 	17.23098755
1627463046 	17.2252655
1627463047 	17.21954346
1627463047 	17.21954346
1627463048 	17.21954346
1627463048 	17.22545624
1627463048 	17.2252655
1627463049 	17.22545624
1627463049 	17.2252655
1627463050 	17.21954346
1627463111 	17.21839905
1627463111 	17.22393036
1627463112 	17.21878052
1627463112 	17.22335815
1627463113 	17.23079681
1627463113 	17.21916199
1627463114 	17.22488403
1627463115 	17.23098755
1627463115 	17.2252655
1627463116 	17.21954346
1627463116 	17.21954346
1627463117 	17.21954346
1627463118 	17.22545624
1627463118 	17.2252655
1627463118 	17.22545624
