Fea001,Fea002,Fea003,Fea004,Fea005,Fea006,Fea007,Fea008,Fea009,Fea010,Fea011,Fea012,CPU1,Mem1,CPU2,Mem2
0,0,51,35,51,35,51,35,1,1,51,35,4.912811,17.222404,0.806848,11.128044
0,0,51,35,51,35,51,35,1,1,51,35,4.912811,17.222404,0.806848,11.128044
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.126392,17.227936,0.186542,11.120796
0,0,51,35,51,35,51,35,1,1,51,35,3.708942,17.219543,1.330583,11.157227
0,0,51,35,51,35,51,35,1,1,51,35,3.708942,17.219543,1.330583,11.157227
0,0,51,35,51,35,51,35,1,1,51,35,3.708942,17.219543,1.330583,11.157227
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.098553,17.219543,0.167956,11.178589
0,0,51,35,51,35,51,35,1,1,51,35,4.098553,17.219543,0.167956,11.178589
0,0,51,35,51,35,51,35,1,1,51,35,4.098553,17.219543,0.167956,11.178589
0,0,51,35,51,35,51,35,1,1,51,35,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.947084,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.130168,17.224979,0.521409,11.024761
0,0,51,35,51,35,51,35,1,1,51,35,4.431675,17.2225,1.195784,11.201286
0,0,51,35,51,35,51,35,1,1,51,35,4.431675,17.2225,1.195784,11.201286
0,0,51,35,51,35,51,35,1,1,51,35,4.431675,17.2225,1.195784,11.201286
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.152787,17.219543,1.395709,11.149311
0,0,51,35,51,35,51,35,1,1,51,35,4.472777,17.225361,0.268602,11.283684
0,0,51,35,51,35,51,35,1,1,51,35,4.472777,17.225361,0.268602,11.283684
0,0,51,35,51,35,51,35,1,1,51,35,4.472777,17.225361,0.268602,11.283684
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.333444,17.225409,0.268602,11.283684
0,0,51,35,51,35,51,35,1,1,51,35,4.333444,17.225409,0.226064,11.279869
0,0,51,35,51,35,51,35,1,1,51,35,4.333444,17.225409,0.226064,11.279869
0,0,51,35,51,35,51,35,1,1,51,35,4.333444,17.225409,0.226064,11.279869
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.226041,10.847664
0,0,52,35,53,35,51,35,2,1,104,35,4.209483,17.225361,0.235797,11.286068
0,0,51,35,51,35,51,35,1,1,51,35,4.209483,17.225361,0.235797,11.286068
0,0,51,35,51,35,51,35,1,1,51,35,4.209483,17.225361,0.235797,11.286068
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.211269,17.221069,0.204704,10.866928
0,0,51,35,51,35,51,35,5,5,255,175,4.360279,17.219543,0.207425,11.291504
