Fea001,Fea002,Fea003,Fea004,Fea005,Fea006,Fea007,Fea008,Fea009,Fea010,Fea011,Fea012,CPU1,Mem1,CPU2,Mem2
0,0,51,35,51,35,51,35,10,10,510,350,3.97062,17.326164,0.558062,12.506676
0,0,51,35,51,35,51,35,10,10,510,350,4.286698,17.32769,0.668593,12.514019
0,0,51,35,51,35,51,35,10,10,510,350,4.030883,17.328739,0.168356,12.510395
0,0,51,35,51,35,51,35,10,10,510,350,4.030883,17.328739,0.168356,12.510395
0,0,51,35,51,35,51,35,10,10,510,350,4.030883,17.328739,0.168356,12.510395
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.395646,17.222023,0.566284,11.107826
0,0,51,35,51,35,51,35,10,10,510,350,4.552405,17.230606,0.144748,11.365223
0,0,51,35,51,35,51,35,10,10,510,350,4.115357,17.236328,0.896768,11.828613
0,0,51,35,51,35,51,35,10,10,510,350,4.236642,17.313671,2.195154,12.203503
0,0,51,35,51,35,51,35,10,10,510,350,3.778283,17.308903,0.152759,12.29372
0,0,51,35,51,35,51,35,10,10,510,350,4.355662,17.305946,0.278667,12.319946
0,0,51,35,51,35,51,35,10,10,510,350,4.641519,17.309761,1.14442,12.340832
0,0,51,35,51,35,51,35,10,10,510,350,4.202004,17.319107,1.281738,12.513924
0,0,51,35,51,35,51,35,10,10,510,350,4.146689,17.322636,0.434869,12.52079
0,0,51,35,51,35,51,35,10,10,510,350,4.243788,17.334747,0.843138,12.510681
0,0,51,35,51,35,51,35,10,10,510,350,4.243788,17.334747,0.843138,12.510681
0,0,51,35,51,35,51,35,10,10,510,350,4.243788,17.334747,0.843138,12.510681
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.530331,17.228127,0.154564,11.116123
0,0,51,35,51,35,51,35,10,10,510,350,3.602665,17.232466,0.419393,11.357307
0,0,51,35,51,35,51,35,10,10,510,350,4.161235,17.247009,0.593006,11.876965
0,0,51,35,51,35,51,35,10,10,510,350,3.787354,17.319679,2.195154,12.203503
0,0,51,35,51,35,51,35,10,10,510,350,3.752344,17.305946,0.154263,12.29372
0,0,51,35,51,35,51,35,10,10,510,350,4.560343,17.302132,0.31179,12.320137
0,0,51,35,51,35,51,35,10,10,510,350,4.641519,17.309761,0.660101,12.332964
0,0,51,35,51,35,51,35,10,10,510,350,3.227556,17.315769,1.281738,12.513924
0,0,51,35,51,35,51,35,10,10,510,350,4.513966,17.322731,0.439048,12.525368
0,0,51,35,51,35,51,35,10,10,510,350,4.259223,17.325592,0.186918,12.519646
0,0,51,35,51,35,51,35,10,10,510,350,4.259223,17.325592,0.186918,12.519646
0,0,51,35,51,35,51,35,10,10,510,350,4.259223,17.325592,0.186918,12.519646
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.218399,0.226041,10.847664
230366,236087,51,35,51,35,51,35,10,10,510,350,3.876664,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,3.876664,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,10,10,510,350,4.147596,17.227077,0.149526,10.9128
0,0,51,35,51,35,51,35,10,10,510,350,3.701031,17.228031,0.295292,11.325932
0,0,51,35,51,35,51,35,10,10,510,350,4.012434,17.235088,0.443221,11.815357
0,0,51,35,51,35,51,35,10,10,510,350,3.839503,17.274189,0.365017,11.926079
0,0,51,35,51,35,51,35,30,30,1530,1050,3.721566,17.308426,1.055292,12.26368
0,0,51,35,51,35,51,35,30,30,1530,1050,4.124054,17.305565,1.781555,12.29291
0,0,51,35,51,35,51,35,30,30,1530,1050,4.110474,17.308235,0.404943,12.321854
0,0,51,35,51,35,51,35,30,30,1530,1050,5.276058,17.309761,0.698704,12.339973
0,0,51,35,51,35,51,35,30,30,1530,1050,3.705561,17.321777,0.416097,12.51049
753807,758648,51,35,51,35,51,35,30,30,1530,1050,4.419753,17.324352,1.17381,12.516594
0,0,51,35,51,53,51,35,30,31,1530,1103,4.046203,17.331028,0.397481,12.508774
0,0,51,35,51,35,51,35,30,30,1530,1050,4.969735,17.329025,1.5728,12.511444
0,0,51,35,51,35,51,35,30,30,1530,1050,4.969735,17.329025,1.5728,12.511444
0,0,51,35,51,35,51,35,30,30,1530,1050,4.969735,17.329025,1.5728,12.511444
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.219973,0.226041,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.219973,0.226041,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.219973,0.226041,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,4.098553,17.219543,0.68187,11.189938
0,0,51,35,51,35,51,35,30,30,1530,1050,3.41076,17.234325,1.177054,11.366177
0,0,51,35,51,35,51,35,30,30,1530,1050,3.96139,17.243099,0.593006,11.876965
0,0,51,35,51,35,51,35,30,30,1530,1050,3.859398,17.301846,2.061699,12.182713
0,0,51,35,51,35,51,35,30,30,1530,1050,3.650914,17.302704,1.430875,12.285805
0,0,51,35,51,35,51,35,30,30,1530,1050,4.328544,17.314148,0.220876,12.290668
0,0,51,35,51,35,51,35,30,30,1530,1050,4.250372,17.324734,1.193249,12.323284
0,0,51,35,51,35,51,35,30,30,1530,1050,3.89691,17.31739,0.209382,12.509871
0,0,51,35,51,35,51,35,30,30,1530,1050,4.202368,17.323494,0.328877,12.509155
0,0,51,35,51,35,51,35,30,30,1530,1050,4.629014,17.322254,1.62841,12.516594
0,0,51,35,51,35,51,35,30,30,1530,1050,3.945527,17.333603,0.483333,12.513924
0,0,51,35,51,35,51,35,30,30,1530,1050,3.945527,17.333603,0.483333,12.513924
0,0,51,35,51,35,51,35,30,30,1530,1050,3.945527,17.333603,0.483333,12.513924
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.395646,17.222023,0.521409,11.024761
0,0,51,35,51,35,51,35,30,30,1530,1050,4.896014,17.233276,0.518629,11.342621
0,0,51,35,51,35,51,35,30,30,1530,1050,3.665513,17.235184,0.980408,11.823845
0,0,51,35,51,35,51,35,30,30,1530,1050,4.382063,17.279053,0.709009,11.961651
0,0,51,35,51,35,51,35,30,30,1530,1050,3.650914,17.302704,1.430875,12.285805
0,0,51,35,51,35,51,35,30,30,1530,1050,4.328544,17.314148,0.358808,12.292671
0,0,51,35,51,35,51,35,30,30,1530,1050,4.106697,17.319202,1.603867,12.330151
0,0,51,35,51,35,51,35,30,30,1530,1050,3.802576,17.318058,0.776222,12.427521
0,0,51,35,51,35,51,35,30,30,1530,1050,3.928403,17.322159,0.363735,12.505531
0,0,51,35,51,35,51,35,30,30,1530,1050,4.513966,17.322731,0.439048,12.525368
0,0,51,35,51,35,51,35,30,30,1530,1050,4.132337,17.333794,0.28999,12.508678
0,0,51,35,51,35,51,35,30,30,1530,1050,4.132337,17.333794,0.28999,12.508678
0,0,51,35,51,35,51,35,30,30,1530,1050,4.132337,17.333794,0.28999,12.508678
0,0,51,35,51,35,51,35,30,30,1530,1050,4.132337,17.333794,0.28999,12.508678
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,4.201798,17.225361,0.235797,11.286068
0,0,51,35,51,35,51,35,30,30,1530,1050,3.84337,17.23175,0.27866,11.757469
0,0,51,35,51,35,51,35,30,30,1530,1050,4.403465,17.275333,0.392017,11.892509
0,0,51,35,51,35,51,35,30,30,1530,1050,4.696223,17.312241,0.969566,12.201977
0,0,51,35,51,35,51,35,30,30,1530,1050,3.752344,17.305946,0.152759,12.29372
0,0,51,35,51,35,51,35,30,30,1530,1050,4.76177,17.312622,0.968552,12.325478
0,0,51,35,51,35,51,35,30,30,1530,1050,2.885679,17.315674,1.883149,12.331963
0,0,51,35,51,35,51,35,30,30,1530,1050,4.119352,17.325687,0.693967,12.510014
0,0,51,35,51,35,51,35,30,30,1530,1050,3.922969,17.319298,0.478821,12.503815
0,0,51,35,51,35,51,35,30,30,1530,1050,4.161786,17.328644,0.273878,12.517262
0,0,51,35,51,35,51,35,30,30,1530,1050,3.971125,17.322731,1.126236,12.508583
0,0,51,35,51,35,51,35,30,30,1530,1050,3.971125,17.322731,1.126236,12.508583
0,0,51,35,51,35,51,35,30,30,1530,1050,3.971125,17.322731,1.126236,12.508583
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.147596,17.227077,0.149526,10.9128
0,0,51,35,51,35,51,35,30,30,1530,1050,4.150742,17.227364,0.192914,11.329269
0,0,51,35,51,35,51,35,30,30,1530,1050,4.03394,17.230415,0.688374,11.768436
0,0,51,35,51,35,51,35,30,30,1530,1050,4.529466,17.269516,0.818122,11.894989
0,0,51,35,51,35,51,35,30,30,1530,1050,4.022889,17.310619,0.91155,12.194538
0,0,51,35,51,35,51,35,30,30,1530,1050,4.067732,17.311573,0.883241,12.28981
0,0,51,35,51,35,51,35,30,30,1530,1050,4.384132,17.308331,0.743327,12.323475
0,0,51,35,51,35,51,35,30,30,1530,1050,2.885679,17.315674,1.883149,12.331963
0,0,51,35,51,35,51,35,30,30,1530,1050,3.755539,17.325687,0.433376,12.509346
0,0,51,35,51,35,51,35,30,30,1530,1050,4.466663,17.31987,0.656735,12.503576
0,0,51,35,51,35,51,35,30,30,1530,1050,4.462773,17.322922,0.874495,12.522125
0,0,51,35,51,35,51,35,30,30,1530,1050,4.051731,17.333794,0.28999,12.508678
0,0,51,35,51,35,51,35,30,30,1530,1050,5.052816,17.325592,1.3944,12.513065
0,0,51,35,51,35,51,35,30,30,1530,1050,5.052816,17.325592,1.3944,12.513065
0,0,51,35,51,35,51,35,30,30,1530,1050,5.052816,17.325592,1.3944,12.513065
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.847664
307008,314248,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.847664
0,0,51,35,51,35,51,35,30,30,1530,1050,4.201798,17.225361,0.226064,11.279869
0,0,51,35,51,35,51,35,30,30,1530,1050,4.046881,17.234421,0.245959,11.665058
0,0,51,35,51,35,51,35,30,30,1530,1050,4.639398,17.271709,0.325901,11.892414
0,0,51,35,51,35,51,35,30,30,1530,1050,4.011998,17.316675,2.354615,12.197685
0,0,51,35,53,35,51,35,31,30,1583,1050,3.550511,17.308807,0.940368,12.297344
0,0,51,35,51,35,51,35,30,30,1530,1050,3.397915,17.306519,0.330923,12.287712
0,0,51,35,51,35,51,35,30,30,1530,1050,3.691734,17.318153,0.377807,12.329006
0,0,51,35,51,35,51,35,30,30,1530,1050,3.839671,17.311954,0.51062,12.513733
0,0,51,35,51,35,51,35,30,30,1530,1050,4.606362,17.321682,0.795074,12.50782
0,0,51,35,51,35,51,35,30,30,1530,1050,4.46359,17.323112,1.62841,12.516594
0,0,51,35,51,35,51,35,30,30,1530,1050,4.132337,17.333794,1.028066,12.512684
0,0,51,35,51,35,51,35,30,30,1530,1050,3.669354,17.323494,1.649806,12.520599
0,0,51,35,51,35,51,35,30,30,1530,1050,3.669354,17.323494,1.649806,12.520599
0,0,51,35,51,35,51,35,30,30,1530,1050,3.669354,17.323494,1.649806,12.520599
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,30,30,1530,1050,4.098553,17.219543,0.68187,11.189938
0,0,51,35,51,35,51,35,30,30,1530,1050,4.410929,17.225552,1.934715,11.375046
0,0,51,35,51,35,51,35,30,30,1530,1050,4.012434,17.235088,0.201727,11.815357
0,0,51,35,51,35,51,35,60,60,3060,2100,4.044262,17.274475,0.193448,11.89785
0,0,51,35,51,35,51,35,60,60,3060,2100,4.195813,17.311478,0.207571,12.265015
0,0,51,35,51,35,51,35,60,60,3060,2100,4.463805,17.307758,0.173524,12.291622
0,0,51,35,51,35,51,35,60,60,3060,2100,3.36803,17.30535,0.71336,12.317657
0,0,51,35,51,35,51,35,60,60,3060,2100,3.067711,17.318153,2.430172,12.332535
0,0,51,35,51,35,51,35,60,60,3060,2100,3.802576,17.318058,1.389581,12.51564
0,0,51,35,51,35,51,35,60,60,3060,2100,4.202004,17.321777,2.776428,12.512302
0,0,51,35,51,35,51,35,60,60,3060,2100,3.759749,17.325783,1.029017,12.511635
0,0,51,35,51,35,51,35,60,60,3060,2100,3.917831,17.328262,0.149107,12.507629
0,0,51,35,51,35,51,35,60,60,3060,2100,3.907385,17.321682,2.285976,12.532043
0,0,51,35,51,35,51,35,60,60,3060,2100,3.907385,17.321682,2.285976,12.532043
0,0,51,35,51,35,51,35,60,60,3060,2100,3.907385,17.321682,2.285976,12.532043
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,60,60,3060,2100,4.211269,17.221069,0.204704,10.868931
0,0,51,35,51,35,51,35,60,60,3060,2100,3.947804,17.225838,1.41907,11.304665
0,0,51,35,51,35,51,35,60,60,3060,2100,3.639859,17.22908,0.206782,11.766434
0,0,51,35,51,35,51,35,60,60,3060,2100,4.249463,17.247009,0.313333,11.871052
0,0,51,35,51,35,51,35,60,60,3060,2100,3.459213,17.300034,0.888825,11.966705
0,0,51,35,51,35,51,35,60,60,3060,2100,3.699269,17.308426,1.482166,12.227821
0,0,51,35,51,35,51,35,60,60,3060,2100,4.067732,17.305946,1.131917,12.292862
0,0,51,35,51,35,51,35,60,60,3060,2100,3.36803,17.310715,1.148052,12.315369
0,0,51,35,51,35,51,35,60,60,3060,2100,4.290006,17.325592,0.897079,12.324572
0,0,51,35,51,35,51,35,60,60,3060,2100,3.464993,17.320824,1.389581,12.427521
0,0,51,35,51,35,51,35,60,60,3060,2100,3.209673,17.316437,1.229584,12.518883
0,0,51,35,51,35,51,35,60,60,3060,2100,4.419753,17.327499,1.17381,12.516594
0,0,51,35,51,35,51,35,60,60,3060,2100,3.904321,17.326546,1.087257,12.516594
0,0,51,35,51,35,51,35,60,60,3060,2100,4.25325,17.328453,1.662564,12.517548
0,0,51,35,51,35,51,35,60,60,3060,2100,4.4558,17.323685,1.839535,12.530422
0,0,51,35,51,35,51,35,60,60,3060,2100,4.4558,17.323685,1.839535,12.530422
0,0,51,35,51,35,51,35,60,60,3060,2100,4.4558,17.323685,1.839535,12.530422
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,60,60,3060,2100,5.22899,17.225265,0.15286,11.114693
0,0,51,35,51,35,51,35,60,60,3060,2100,3.900197,17.23175,0.940105,11.30619
0,0,51,35,51,35,51,35,60,60,3060,2100,2.770555,17.229843,0.21845,11.763573
0,0,51,35,51,35,51,35,60,60,3060,2100,4.754319,17.262268,0.275552,11.873245
0,0,51,35,51,35,51,35,60,60,3060,2100,3.859398,17.301846,2.061699,12.190056
185307,186710,51,35,51,35,51,35,60,60,3060,2100,3.699269,17.308426,0.132605,12.26635
0,0,51,35,51,35,51,35,60,60,3060,2100,4.064621,17.3172,0.883241,12.28981
0,0,51,35,51,35,51,35,60,60,3060,2100,4.123306,17.319298,1.058302,12.320423
0,0,51,35,51,35,51,35,60,60,3060,2100,3.099911,17.315674,0.377807,12.329006
0,0,51,35,51,35,51,35,60,60,3060,2100,3.89344,17.312527,0.24314,12.513733
0,0,51,35,51,35,51,35,60,60,3060,2100,3.245439,17.315102,0.898629,12.510872
0,0,51,35,51,35,51,35,60,60,3060,2100,3.759749,17.325783,0.128652,12.507629
0,0,51,35,51,35,51,35,60,60,3060,2100,4.161786,17.328644,0.273878,12.516022
0,0,51,35,51,35,51,35,60,60,3060,2100,4.145136,17.328262,0.28999,12.503433
0,0,51,35,51,35,51,35,60,60,3060,2100,4.294245,17.325306,0.902344,12.523651
0,0,51,35,51,35,51,35,60,60,3060,2100,4.294245,17.325306,0.902344,12.523651
0,0,51,35,51,35,51,35,60,60,3060,2100,4.294245,17.325306,0.902344,12.523651
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,4.098553,17.219543,0.972527,11.157227
0,0,51,35,51,35,51,35,60,60,3060,2100,3.33935,17.228317,0.295292,11.325932
0,0,51,35,51,35,51,35,60,60,3060,2100,4.03394,17.230415,0.411503,11.768436
543924,546742,51,35,51,35,51,35,60,60,3060,2100,4.413663,17.262268,0.275552,11.873245
0,0,51,35,51,35,51,35,60,60,3060,2100,3.859398,17.301846,0.517924,12.175369
0,0,51,35,51,35,51,35,60,60,3060,2100,4.633424,17.304802,1.903014,12.273598
0,0,51,35,51,35,51,35,60,60,3060,2100,4.382822,17.30423,0.173524,12.291622
0,0,51,35,51,35,51,35,60,60,3060,2100,3.442637,17.300034,0.49674,12.286758
0,0,51,35,51,35,51,35,60,60,3060,2100,4.106697,17.319202,1.373498,12.335777
0,0,51,35,51,35,51,35,60,60,3060,2100,4.140159,17.315292,1.389581,12.51564
0,0,51,35,51,35,51,35,60,60,3060,2100,3.209673,17.316437,1.229584,12.518883
0,0,51,35,51,35,51,35,60,60,3060,2100,4.220891,17.323494,0.139539,12.516403
0,0,51,35,51,35,51,35,60,60,3060,2100,4.243478,17.329931,0.197297,12.508202
0,0,51,35,51,35,51,35,60,60,3060,2100,3.669354,17.328453,1.662564,12.517548
133577,129945,51,35,51,35,51,35,60,60,3060,2100,4.330908,17.336845,0.839471,12.517738
0,0,51,35,51,35,51,35,60,60,3060,2100,4.330908,17.336845,0.839471,12.517738
0,0,51,35,51,35,51,35,60,60,3060,2100,4.330908,17.336845,0.839471,12.517738
0,0,51,35,51,35,51,35,60,60,3060,2100,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,4.173548,17.219973,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,3.708942,17.219543,0.749269,11.167908
0,0,51,35,51,35,51,35,60,60,3060,2100,4.552405,17.230606,0.518629,11.35397
0,0,51,35,51,35,51,35,60,60,3060,2100,3.93405,17.236805,4.710541,11.786079
0,0,51,35,51,35,51,35,60,60,3060,2100,4.524477,17.274666,0.259785,11.892319
0,0,51,35,51,35,51,35,60,60,3060,2100,4.40121,17.316341,1.488771,12.201309
0,0,51,35,51,35,51,35,60,60,3060,2100,3.599154,17.311859,0.730358,12.295914
0,0,51,35,51,35,51,35,60,60,3060,2100,4.124054,17.305565,2.303693,12.296677
0,0,51,35,51,35,51,35,60,60,3060,2100,4.560343,17.302132,0.31179,12.319946
0,0,51,35,51,35,51,35,60,60,3060,2100,2.885679,17.315674,1.426049,12.3312
0,0,51,35,51,35,51,35,60,60,3060,2100,4.184066,17.329502,0.437566,12.501717
0,0,51,35,51,35,51,35,60,60,3060,2100,5.202071,17.327118,0.545293,12.509155
0,0,51,35,51,35,51,35,60,60,3060,2100,4.462773,17.322731,0.874495,12.51936
0,0,51,35,51,35,51,35,60,60,3060,2100,4.388389,17.332649,1.5728,12.511444
0,0,51,35,51,35,51,35,60,60,3060,2100,4.019885,17.331505,0.537366,12.51936
48488,49819,51,35,51,35,51,35,60,60,3060,2100,4.019885,17.331505,0.537366,12.51936
102642,106092,51,35,51,35,51,35,60,60,3060,2100,4.019885,17.331505,0.537366,12.51936
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,3.876664,17.221165,0.226041,10.847664
0,0,51,35,51,35,51,35,60,60,3060,2100,4.211269,17.221069,0.237424,10.866928
0,0,51,35,51,35,51,35,60,60,3060,2100,4.360279,17.222404,0.207425,11.291504
0,0,51,35,51,35,51,35,60,60,3060,2100,3.688058,17.229176,0.21845,11.756325
0,0,51,35,51,35,51,35,60,60,3060,2100,4.249463,17.243099,0.87268,11.873436
0,0,51,35,51,35,51,35,60,60,3060,2100,4.639862,17.288756,0.529192,11.956596
0,0,51,35,51,35,51,35,60,60,3060,2100,3.939832,17.302513,1.482166,12.227821
0,0,51,35,51,35,51,35,1,1,51,35,4.070843,17.305946,0.64309,12.295246
0,0,51,35,51,35,51,35,1,1,51,35,4.659032,17.308569,1.148052,12.315369
0,0,51,35,51,35,51,35,1,1,51,35,4.958788,17.309761,0.698704,12.339973
0,0,51,35,51,35,51,35,1,1,51,35,4.202004,17.319107,1.281738,12.513924
0,0,51,35,51,35,51,35,1,1,51,35,4.450066,17.32769,0.668593,12.514019
0,0,51,35,51,35,51,35,1,1,51,35,4.051731,17.328262,0.28999,12.508678
0,0,51,35,51,35,51,35,1,1,51,35,3.752677,17.330933,1.699917,12.518883
0,0,51,35,51,35,51,35,1,1,51,35,3.752677,17.330933,1.699917,12.518883
0,0,51,35,51,35,51,35,1,1,51,35,3.752677,17.330933,1.699917,12.518883
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.221165,0.226041,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.221165,0.226041,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.221165,0.226041,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.912811,17.225265,0.806848,11.128759
0,0,51,35,51,35,51,35,1,1,51,35,4.410929,17.225552,1.249224,11.378288
0,0,51,35,51,35,51,35,1,1,51,35,4.754319,17.268753,0.329843,11.887646
0,0,51,35,51,35,51,35,1,1,51,35,3.921035,17.315674,1.488771,12.201309
0,0,51,35,51,35,51,35,1,1,51,35,4.18323,17.310715,0.617514,12.290192
0,0,51,35,51,35,51,35,1,1,51,35,4.287563,17.31329,0.295823,12.326145
0,0,51,35,51,35,51,35,1,1,51,35,3.544407,17.315292,0.440602,12.34045
0,0,51,35,51,35,51,35,1,1,51,35,4.065386,17.322826,0.3798,12.508011
0,0,51,35,51,35,51,35,1,1,51,35,4.749599,17.320347,1.087257,12.516594
0,0,51,35,51,35,51,35,1,1,51,35,3.886281,17.331219,1.699917,12.518883
0,0,51,35,51,35,51,35,1,1,51,35,4.050142,17.328072,0.192792,12.524414
0,0,51,35,51,35,51,35,1,1,51,35,4.050142,17.328072,0.192792,12.524414
0,0,51,35,51,35,51,35,1,1,51,35,4.050142,17.328072,0.192792,12.524414
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.284881,17.222404,0.207425,11.291504
0,0,51,35,51,35,51,35,1,1,51,35,3.271203,17.229176,0.198672,11.763573
0,0,51,35,51,35,51,35,1,1,51,35,4.407908,17.264366,0.204869,11.900902
0,0,51,35,51,35,51,35,1,1,51,35,3.721566,17.308426,1.903014,12.273598
0,0,51,35,51,35,51,35,1,1,51,35,5.303894,17.310524,0.195802,12.287807
0,0,51,35,51,35,51,35,1,1,51,35,4.290006,17.320633,0.60091,12.325859
0,0,51,35,51,35,51,35,1,1,51,35,4.218658,17.325401,0.186485,12.508774
0,0,51,35,51,35,51,35,1,1,51,35,4.611611,17.32769,0.545293,12.509155
0,0,51,35,51,35,51,35,1,1,51,35,4.046203,17.328262,0.397481,12.508774
0,0,51,35,51,35,51,35,1,1,51,35,3.886281,17.331219,0.946355,12.521648
0,0,51,35,51,35,51,35,1,1,51,35,3.806505,17.331028,2.113268,12.514687
0,0,51,35,51,35,51,35,1,1,51,35,3.806505,17.331028,2.113268,12.514687
0,0,51,35,51,35,51,35,1,1,51,35,3.806505,17.331028,2.113268,12.514687
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,3.876664,17.221165,0.181567,10.84671
0,0,51,35,51,35,51,35,1,1,51,35,4.177845,17.219734,1.41907,11.304665
0,0,51,35,51,35,51,35,1,1,51,35,4.104914,17.232418,0.591847,11.761761
0,0,51,35,51,35,51,35,1,1,51,35,3.770386,17.271996,1.077663,11.895657
0,0,51,35,51,35,51,35,1,1,51,35,3.699269,17.308426,0.807386,12.247086
0,0,51,35,51,35,51,35,1,1,51,35,3.980631,17.307043,1.059975,12.288857
0,0,51,35,51,35,51,35,1,1,51,35,3.944146,17.315388,1.373498,12.330532
0,0,51,35,51,35,51,35,1,1,51,35,3.89691,17.31739,0.186485,12.511921
0,0,51,35,51,35,51,35,1,1,51,35,4.611611,17.32769,0.545293,12.509155
0,0,51,35,51,35,51,35,1,1,51,35,4.781095,17.3316,0.173476,12.514591
0,0,51,35,51,35,51,35,1,1,51,35,3.806505,17.331028,1.15303,12.51955
0,0,51,35,51,35,51,35,1,1,51,35,4.239126,17.327118,0.179219,12.525749
0,0,51,35,51,35,51,35,1,1,51,35,4.239126,17.327118,0.179219,12.525749
0,0,51,35,51,35,51,35,1,1,51,35,4.206337,17.272758,0.20263,11.686707
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,4.173548,17.218399,0.226041,10.847664
0,0,51,35,51,35,51,35,1,1,51,35,3.995411,17.219925,1.41907,11.304665
0,0,51,35,51,35,51,35,1,1,51,35,4.046881,17.234421,0.245959,11.665058
0,0,51,35,51,35,51,35,1,1,51,35,4.403465,17.275333,1.264154,11.898041
0,0,51,35,51,35,51,35,1,1,51,35,3.921035,17.315674,1.589994,12.198734
